post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url
"Night at the storm",night-at-the-storm,,36496,"Meaning of This Art: Thander attack during storm at night. Beautiful view of stormy night.

Size of The Art: 20""/24"" each
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem freebirdFormviewerViewItemsTextTextItem"" role=""listitem"" data-required=""true"" data-item-id=""84412809"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer"">

Paper &amp; Color Details: Acrylic colour on canvas
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem"" role=""listitem"" data-required=""true"" data-other-input=""qSV85"" data-other-hidden=""MfYA1e"" data-item-id=""663966013"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","(((( বাংলাদেশের নিখাঁদ আর্টিস্টদের মন উজাড় করা রিয়েল পেইন্টিং নিয়ে আসলো সাজাও। যারা শুধু আর্ট ভালোবাসেন না, স্বপ্ন দেখেন এই আর্ট নিয়ে ৷ তাদের অক্লান্ত চেষ্টার রেজাল্ট হচ্ছে এই আর্ট ! ))))

<strong>Inside Dhaka City: </strong>
Delivery Cost inside Dhaka: 100 Taka.
Cash on Delivery and Online Payment Is applicable.

Delivery Time: 2/3 Working Days.

<strong>Outside Dhaka City:</strong>

Online Payment is applicable. No cash on delivery is available.",publish,,0,"2020-09-12 18:26:15",1,open,508,,,,no,no,1.000000,6500,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/kkf.jpg ! alt :  ! title : Night at Storm ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2020/09/IMG_20200908_214724-alimul-islam-scaled.jpg ! alt :  ! title : IMG_20200908_214724 - alimul islam ! desc :  ! caption : ",,https://shajao.com/shop/painting/artist-alimul/night-at-the-storm/
"Abstract Flower",abstract-flower,,36498,"Meaning of This Art: Abstrac texture flower painting

Size of The Art:12"" 18"" inch
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem freebirdFormviewerViewItemsTextTextItem"" role=""listitem"" data-required=""true"" data-item-id=""84412809"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer"">

Paper &amp; Color Details: Acrylic colour on canvas
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem"" role=""listitem"" data-required=""true"" data-other-input=""qSV85"" data-other-hidden=""MfYA1e"" data-item-id=""663966013"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","(((( বাংলাদেশের নিখাঁদ আর্টিস্টদের মন উজাড় করা রিয়েল পেইন্টিং নিয়ে আসলো সাজাও। যারা শুধু আর্ট ভালোবাসেন না, স্বপ্ন দেখেন এই আর্ট নিয়ে ৷ তাদের অক্লান্ত চেষ্টার রেজাল্ট হচ্ছে এই আর্ট ! ))))

<strong>Inside Dhaka City: </strong>
Delivery Cost inside Dhaka: 100 Taka.
Cash on Delivery and Online Payment Is applicable.

Delivery Time: 2/3 Working Days.

<strong>Outside Dhaka City:</strong>

Online Payment is applicable. No cash on delivery is available.",publish,,0,"2020-09-12 18:34:40",1,open,509,,,,no,no,1.000000,3500,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/Webp.net-compress-image-1-scaled.jpg ! alt :  ! title : Webp.net-compress-image (1) ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2020/09/IMG_20200908_213908-alimul-islam-scaled.jpg ! alt :  ! title : IMG_20200908_213908 - alimul islam ! desc :  ! caption : ",,https://shajao.com/shop/painting/artist-alimul/abstract-flower/
"Moon’s teardrops",moons-teardrops,,36544,"Meaning of This Art: The color of the artwork catches the attraction of anyone and you might feel the vibe of having a tree house beside a fountain on a hill..

Size of The Art: Width 24 inch &amp; length 12 inch
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem freebirdFormviewerViewItemsTextTextItem"" role=""listitem"" data-required=""true"" data-item-id=""84412809"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer"">

Paper &amp; Color Details: Artwork done on canvas using high quality metallic acrylic color and coated with premium quality color coat ; it’s washable as well
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem"" role=""listitem"" data-required=""true"" data-other-input=""qSV85"" data-other-hidden=""MfYA1e"" data-item-id=""663966013"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","(((( বাংলাদেশের নিখাঁদ আর্টিস্টদের মন উজাড় করা রিয়েল পেইন্টিং নিয়ে আসলো সাজাও। যারা শুধু আর্ট ভালোবাসেন না, স্বপ্ন দেখেন এই আর্ট নিয়ে ৷ তাদের অক্লান্ত চেষ্টার রেজাল্ট হচ্ছে এই আর্ট ! ))))

<strong>Inside Dhaka City: </strong>
Delivery Cost inside Dhaka: 100 Taka.
Cash on Delivery and Online Payment Is applicable.

Delivery Time: 2/3 Working Days.

<strong>Outside Dhaka City:</strong>

Online Payment is applicable. No cash on delivery is available.",publish,,0,"2020-09-13 05:42:56",7,open,515,,,,no,no,1.000000,4000,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/4-3.jpg ! alt :  ! title : 4 ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2020/09/fcc2971d_276e_4f3f_8_7xJfK-scaled.jpg ! alt :  ! title : fcc2971d_276e_4f3f_8_7xJfK ! desc :  ! caption : ",,https://shajao.com/shop/painting/artists-mumu/moons-teardrops/
"Silvery night",silvery-night,,36545,"Meaning of This Art: This artwork reflects the pride of the moon shining in the dark..

Size of The Art: Width 12 inch &amp; length 12 inch
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem freebirdFormviewerViewItemsTextTextItem"" role=""listitem"" data-required=""true"" data-item-id=""84412809"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer"">

Paper &amp; Color Details: Artwork done on canvas using high quality metallic acrylic color and coated with premium quality color coat ; it’s washable as well
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem"" role=""listitem"" data-required=""true"" data-other-input=""qSV85"" data-other-hidden=""MfYA1e"" data-item-id=""663966013"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","(((( বাংলাদেশের নিখাঁদ আর্টিস্টদের মন উজাড় করা রিয়েল পেইন্টিং নিয়ে আসলো সাজাও। যারা শুধু আর্ট ভালোবাসেন না, স্বপ্ন দেখেন এই আর্ট নিয়ে ৷ তাদের অক্লান্ত চেষ্টার রেজাল্ট হচ্ছে এই আর্ট ! ))))

<strong>Inside Dhaka City: </strong>
Delivery Cost inside Dhaka: 100 Taka.
Cash on Delivery and Online Payment Is applicable.

Delivery Time: 2/3 Working Days.

<strong>Outside Dhaka City:</strong>

Online Payment is applicable. No cash on delivery is available.",publish,,0,"2020-09-13 05:47:01",7,open,516,,,,no,no,1.000000,2500,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/5-4.jpg ! alt :  ! title : 5 ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2020/09/3ca488f6_1ce1_4c4a_b_8Rknm.jpg ! alt :  ! title : 3ca488f6_1ce1_4c4a_b_8Rknm ! desc :  ! caption : ",,https://shajao.com/shop/painting/artists-mumu/silvery-night/
"Go with the flow",go-with-the-flow,,36546,"Meaning of This Art: The eye soothing color of the water and the velvety looks of the flower might make you feel that you are already there

Size of The Art: Width 24 inch &amp; length 12 inch
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem freebirdFormviewerViewItemsTextTextItem"" role=""listitem"" data-required=""true"" data-item-id=""84412809"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer"">

Paper &amp; Color Details: Artwork done on canvas using high quality metallic acrylic color and coated with premium quality color coat ; it’s washable as well
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem"" role=""listitem"" data-required=""true"" data-other-input=""qSV85"" data-other-hidden=""MfYA1e"" data-item-id=""663966013"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","(((( বাংলাদেশের নিখাঁদ আর্টিস্টদের মন উজাড় করা রিয়েল পেইন্টিং নিয়ে আসলো সাজাও। যারা শুধু আর্ট ভালোবাসেন না, স্বপ্ন দেখেন এই আর্ট নিয়ে ৷ তাদের অক্লান্ত চেষ্টার রেজাল্ট হচ্ছে এই আর্ট ! ))))

<strong>Inside Dhaka City: </strong>
Delivery Cost inside Dhaka: 100 Taka.
Cash on Delivery and Online Payment Is applicable.

Delivery Time: 2/3 Working Days.

<strong>Outside Dhaka City:</strong>

Online Payment is applicable. No cash on delivery is available.",publish,,0,"2020-09-13 05:50:54",7,open,517,,,,no,no,1.000000,4000,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/6-3.jpg ! alt :  ! title : 6 ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2020/09/2001a18a_4e6d_437d_8_auhA4-scaled.jpg ! alt :  ! title : 2001a18a_4e6d_437d_8_auhA4 ! desc :  ! caption : ",,https://shajao.com/shop/painting/artists-mumu/go-with-the-flow/
"Snow shawl",snow-shawl,,36547,"Meaning of This Art: You might feel how the backyard looks like when it snows ..

Size of The Art: Width 14 inch &amp; length 11 inch
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem freebirdFormviewerViewItemsTextTextItem"" role=""listitem"" data-required=""true"" data-item-id=""84412809"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer"">

Paper &amp; Color Details: Artwork done on canvas using high quality metallic acrylic color and coated with premium quality color coat ; it’s washable as well
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem"" role=""listitem"" data-required=""true"" data-other-input=""qSV85"" data-other-hidden=""MfYA1e"" data-item-id=""663966013"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","(((( বাংলাদেশের নিখাঁদ আর্টিস্টদের মন উজাড় করা রিয়েল পেইন্টিং নিয়ে আসলো সাজাও। যারা শুধু আর্ট ভালোবাসেন না, স্বপ্ন দেখেন এই আর্ট নিয়ে ৷ তাদের অক্লান্ত চেষ্টার রেজাল্ট হচ্ছে এই আর্ট ! ))))

<strong>Inside Dhaka City: </strong>
Delivery Cost inside Dhaka: 100 Taka.
Cash on Delivery and Online Payment Is applicable.

Delivery Time: 2/3 Working Days.

<strong>Outside Dhaka City:</strong>

Online Payment is applicable. No cash on delivery is available.",publish,,0,"2020-09-13 05:53:17",7,open,518,,,,no,no,1.000000,2200,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/7-3.jpg ! alt :  ! title : 7 ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2020/09/843e8f60_e6de_4b9b_b_V6UMm.jpg ! alt :  ! title : 843e8f60_e6de_4b9b_b_V6UMm ! desc :  ! caption : ",,https://shajao.com/shop/painting/artists-mumu/snow-shawl/
"Reflection of Colourful spring",reflection-of-colourful-spring,,36548,"Meaning of This Art: This piece of artwork might give you the vibe of the arrival of the spring -nature decorates itself with it’s own colours

Size of The Art: Width 12 inch &amp; length 12 inch
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem freebirdFormviewerViewItemsTextTextItem"" role=""listitem"" data-required=""true"" data-item-id=""84412809"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer"">

Paper &amp; Color Details: Artwork done on canvas using high quality metallic acrylic color and coated with premium quality color coat ; it’s washable as well
<div class=""freebirdFormviewerViewNumberedItemContainer"">
<div class=""freebirdFormviewerViewItemsItemItem"" role=""listitem"" data-required=""true"" data-other-input=""qSV85"" data-other-hidden=""MfYA1e"" data-item-id=""663966013"">
<div class=""freebirdFormviewerViewItemsItemItemHeader"">
<div class=""freebirdFormviewerViewItemsItemItemTitleDescContainer"">
<div class=""freebirdFormviewerViewItemsItemItemTitleContainer""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","(((( বাংলাদেশের নিখাঁদ আর্টিস্টদের মন উজাড় করা রিয়েল পেইন্টিং নিয়ে আসলো সাজাও। যারা শুধু আর্ট ভালোবাসেন না, স্বপ্ন দেখেন এই আর্ট নিয়ে ৷ তাদের অক্লান্ত চেষ্টার রেজাল্ট হচ্ছে এই আর্ট ! ))))

<strong>Inside Dhaka City: </strong>
Delivery Cost inside Dhaka: 100 Taka.
Cash on Delivery and Online Payment Is applicable.

Delivery Time: 2/3 Working Days.

<strong>Outside Dhaka City:</strong>

Online Payment is applicable. No cash on delivery is available.",publish,,0,"2020-09-13 06:14:27",7,open,519,,,,no,no,1.000000,2500,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/8.jpg ! alt :  ! title : 8 ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2020/09/Webp.net-compress-image-2.jpg ! alt :  ! title : Webp.net-compress-image (2) ! desc :  ! caption : ",,https://shajao.com/shop/painting/artists-mumu/reflection-of-colourful-spring/
"Setting Service",setting-service,,36597,"সাজাও টীম এসে আপনাকে আপনার পছন্দ জায়গায় লাগিয়ে দিয়ে যাবে। আমাদের প্রফেশনাল একদম কমপ্লিট ফিটিং করে দিয়ে যাবেন।",,publish,,0,"2020-09-16 12:54:09",1,open,,,,,no,no,,300,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/banner-380x260-px.jpg ! alt :  ! title : banner 380x260 px ! desc :  ! caption : ",,https://shajao.com/shop/home-decor/setting-service/
"Islamic Calligraphy (Allah+ 4 kul) | 3D Border Canvas Set",islamic-calligraphy-canvas-set,,36796,"<p style=""text-align: left;""><strong>Material:</strong> Wooden Frame and Laminated Picture.</p>
<p style=""text-align: left;""><strong>Canvas Type:</strong> 3D Border Canvas Frame</p>
<p style=""text-align: left;""><strong>Set Up in Wall:</strong> Without Drilling And Easy. The glue will be provided.</p>
<p style=""text-align: left;""><strong>Size:</strong> Provided in the Image.</p>
<p style=""text-align: left;""><strong>Printing Quality:</strong> Glossy Printing   Laminated Picture( You can even wash)</p>
<p style=""text-align: left;""><strong>Color Guarantee:</strong> 10 Years.</p>
<p style=""text-align: left;""><strong>Delivers to</strong> All Over Bangladesh Through Courier.</p>","<p style=""text-align: left;"">এটি কেবল মাত্র কাঠের নয়, বর্ডারলেস এবং গ্লাসলেস এবং প্রিমিয়াম লুকেও পাওয়া যাচ্ছে। সর্বাধিক আশ্চর্জজনক ঘটনাটি হচ্ছে যে আপনি এটি ড্রিল ছাড়াই দেয়ালে ঝুলিয়ে রাখতে পারেন। এই ফ্রেমটির কিছু বৈশিষ্ট্য হলো :</p>

<ul>
 	<li>এটি ফ্রেমে সেট আপ করার জন্য কোনও ড্রিলের প্রয়োজন নেই (ফ্রেমের সাথে বিশেষ টেপ দেওয়া হবে)</li>
 	<li>এই ফ্রেমে কোনও বর্ডার নেই</li>
 	<li>100% রিপ্লেসমেন্ট গ্যারান্টি (ক্রুটিযুক্ত পণ্য)</li>
</ul>
বাংলাদেশে বিশেষ কাঠের ক্যানভাস ফ্রেমের সাথে ঘর সাজানো এখন খুবই সহজ। ফ্রেম সেটটি অনলাইনে অর্ডার করতে আপনার ফোন নম্বর এবং ডেলিভারি ঠিকানা দিলেই হবে। আপনি সেটআপ করার জন্য বিশেষ টেপ পাবেন । ফটো ফ্রেমটি এইচডি লেমনেশন সহ ইনজেক্ট ম্যাট প্রিন্ট হবে।

<strong>ডেলিভারি টাইম : ৩/৪ কর্মদিবস দিবস। </strong>

<strong>কোনো তথ্য জানতে অথবা পরামর্শে 01707082382, 01707082381</strong>",publish,,0,"2020-09-23 07:28:51",7,open,Canvas-20,,,,no,no,4,1550,,,,,,,,instock,no,no,1,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/ak-4-kul.jpg ! alt :  ! title : ak 4 kul ! desc :  ! caption : ",,https://shajao.com/shop/islamic/islamic-calligraphy-canvas-set/
"Ayatul Kursi_Real Painting",ayatul-kursi,,36899,"<strong>Original Painting</strong>
<ul>
 	<li>Art Code- <span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;A013P002&quot;}"" data-sheets-userformat=""{&quot;2&quot;:1021,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;9&quot;:1,&quot;10&quot;:1,&quot;11&quot;:4,&quot;12&quot;:0}"">A013P002</span></li>
 	<li>Size: L-20 W-30</li>
 	<li>Paper &amp; Color details- canvas and mixed media</li>
</ul>","(((( বাংলাদেশের নিখাঁদ আর্টিস্টদের মন উজাড় করা রিয়েল পেইন্টিং নিয়ে আসলো সাজাও। যারা শুধু আর্ট ভালোবাসেন না, স্বপ্ন দেখেন এই আর্ট নিয়ে ৷ তাদের অক্লান্ত চেষ্টার রেজাল্ট হচ্ছে এই আর্ট ! ))))

<strong>Inside Dhaka City: </strong>
<ul>
 	<li>Delivery Cost inside Dhaka: 250 Taka.</li>
 	<li>Delivery Time: 3-5 Working Days.</li>
</ul>
<strong>Outside Dhaka City: </strong>
<ul>
 	<li>Delivery Charge: 350 Taka.</li>
 	<li>Online Payment is required.</li>
</ul>",publish,,0,"2020-09-27 12:56:28",1,open,A013P002,,,,no,no,1.000000,6200,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/img_5779___farah_tam_Ha5fH-scaled.jpg ! alt :  ! title : img_5779___farah_tam_Ha5fH ! desc :  ! caption : ",,https://shajao.com/shop/painting/artist-jabeen/artists-farah/ayatul-kursi/
"3 kul sura",3-kul-sura,,36903,"<strong>Original Paint</strong>
<ul>
 	<li>Size: 8/8 inch each and total 3 pcs</li>
 	<li>Paper &amp; Color details- Canvas and Acrylic</li>
 	<li>Material: Only Canvas</li>
</ul>","(((( বাংলাদেশের নিখাঁদ আর্টিস্টদের মন উজাড় করা রিয়েল পেইন্টিং নিয়ে আসলো সাজাও। যারা শুধু আর্ট ভালোবাসেন না, স্বপ্ন দেখেন এই আর্ট নিয়ে ৷ তাদের অক্লান্ত চেষ্টার রেজাল্ট হচ্ছে এই আর্ট ! ))))

<strong>Inside Dhaka City: </strong>
<ul>
 	<li>Delivery Cost inside Dhaka: 250 Taka.</li>
 	<li>Delivery Time: 3-5 Working Days.</li>
</ul>
<strong>Outside Dhaka City: </strong>
<ul>
 	<li>Delivery Charge: 350 Taka.</li>
 	<li>Online Payment is required.</li>
</ul>",publish,,0,"2020-09-27 13:20:53",1,open,A013P003,,,,no,no,1.000000,3250,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2020/09/img_5760___farah_tam_YKdgf-scaled.jpg ! alt :  ! title : img_5760___farah_tam_YKdgf ! desc :  ! caption : ",,https://shajao.com/shop/painting/artist-jabeen/artists-farah/3-kul-sura/
